,title,page_link,writer,script_link,script_downloaded
580,Into the Woods,https://imsdb.com/Movie%20Scripts/Into%20the%20Woods%20Script.html,"Written by James Lapine,Stephen Sondheim",https://imsdb.com/scripts/Into-the-Woods.html,Yes
581,Intolerable Cruelty,https://imsdb.com/Movie%20Scripts/Intolerable%20Cruelty%20Script.html,"Written by Matthew Stone,John Romano,Robert Ramsey,Ethan Coen,Joel Coen",https://imsdb.com/scripts/Intolerable-Cruelty.html,Yes
582,Inventing the Abbotts,https://imsdb.com/Movie%20Scripts/Inventing%20the%20Abbotts%20Script.html,Written by Ken Hixon,https://imsdb.com/scripts/Inventing-the-Abbotts.html,Yes
583,"Invention of Lying, The","https://imsdb.com/Movie%20Scripts/Invention%20of%20Lying,%20The%20Script.html","Written by Ricky Gervais,Matthew Robinson","https://imsdb.com/scripts/Invention-of-Lying,-The.html",Yes
584,Invictus,https://imsdb.com/Movie%20Scripts/Invictus%20Script.html,Written by Anthony Peckham,https://imsdb.com/scripts/Invictus.html,Yes
585,"Iron Lady, The","https://imsdb.com/Movie%20Scripts/Iron%20Lady,%20The%20Script.html",Written by Abi Morgan,"https://imsdb.com/scripts/Iron-Lady,-The.html",Yes
586,"Island, The","https://imsdb.com/Movie%20Scripts/Island,%20The%20Script.html",Written by Caspian Tredwell-Owen,"https://imsdb.com/scripts/Island,-The.html",Yes
587,It,https://imsdb.com/Movie%20Scripts/It%20Script.html,"Written by Chase Palmer,Cary Fukunaga",https://imsdb.com/scripts/It.html,Yes
588,It Happened One Night,https://imsdb.com/Movie%20Scripts/It%20Happened%20One%20Night%20Script.html,"Written by Samuel Hopkins Adams,Robert Riskin",https://imsdb.com/scripts/It-Happened-One-Night.html,Yes
589,It Happened One Night,https://imsdb.com/Movie%20Scripts/It%20Happened%20One%20Night%20Script.html,"Written by Samuel Hopkins Adams,Robert Riskin",https://imsdb.com/scripts/It-Happened-One-Night.html,Yes
590,It's a Wonderful Life,https://imsdb.com/Movie%20Scripts/It's%20a%20Wonderful%20Life%20Script.html,"Written by Frank Capra,Frances Goodrich,Albert Hackett,Jo Swerling",https://imsdb.com/scripts/It's-a-Wonderful-Life.html,Yes
591,It's Complicated,https://imsdb.com/Movie%20Scripts/It's%20Complicated%20Script.html,Written by Nancy Meyers,https://imsdb.com/scripts/It's-Complicated.html,Yes
592,"Italian Job, The","https://imsdb.com/Movie%20Scripts/Italian%20Job,%20The%20Script.html","Written by Donna Powers,Wayne Powers,Troy Kennedy-Martin","https://imsdb.com/scripts/Italian-Job,-The.html",Yes
593,"Jacket, The","https://imsdb.com/Movie%20Scripts/Jacket,%20The%20Script.html","Written by Marc Rocco,Tom Bleecker,Massy Tadjedin","https://imsdb.com/scripts/Jacket,-The.html",Yes
594,Jackie Brown,https://imsdb.com/Movie%20Scripts/Jackie%20Brown%20Script.html,Written by Quentin Tarantino,https://imsdb.com/scripts/Jackie-Brown.html,Yes
595,Jacob's Ladder,https://imsdb.com/Movie%20Scripts/Jacob's%20Ladder%20Script.html,Written by Bruce Joel Rubin,https://imsdb.com/scripts/Jacob's-Ladder.html,Yes
596,Jade,https://imsdb.com/Movie%20Scripts/Jade%20Script.html,Written by Joe Eszterhas,https://imsdb.com/scripts/Jade.pdf,No
597,Jane Eyre,https://imsdb.com/Movie%20Scripts/Jane%20Eyre%20Script.html,Written by Moira Buffini,https://imsdb.com/scripts/Jane-Eyre.html,Yes
598,Jason X,https://imsdb.com/Movie%20Scripts/Jason%20X%20Script.html,Written by Todd Farmer,https://imsdb.com/scripts/Jason-X.html,Yes
599,Jaws,https://imsdb.com/Movie%20Scripts/Jaws%20Script.html,"Written by Peter Benchley,Carl Gottlieb",https://imsdb.com/scripts/Jaws.html,Yes
600,Jaws 2,https://imsdb.com/Movie%20Scripts/Jaws%202%20Script.html,"Written by Carl Gottlieb,Howard Sackler",https://imsdb.com/scripts/Jaws-2.html,Yes
601,Jay and Silent Bob Strike Back,https://imsdb.com/Movie%20Scripts/Jay%20and%20Silent%20Bob%20Strike%20Back%20Script.html,Written by Kevin Smith,https://imsdb.com/scripts/Jay-and-Silent-Bob-Strike-Back.html,Yes
602,Jennifer Eight,https://imsdb.com/Movie%20Scripts/Jennifer%20Eight%20Script.html,Written by Bruce Robinson,https://imsdb.com/scripts/Jennifer-Eight.html,Yes
603,Jennifer's Body,https://imsdb.com/Movie%20Scripts/Jennifer's%20Body%20Script.html,Written by Diablo Cody,https://imsdb.com/scripts/Jennifer's-Body.html,Yes
604,Jerry Maguire,https://imsdb.com/Movie%20Scripts/Jerry%20Maguire%20Script.html,Written by Cameron Crowe,https://imsdb.com/scripts/Jerry-Maguire.html,Yes
605,Jeux Interdits,https://imsdb.com/Movie%20Scripts/Jeux%20Interdits%20Script.html,"Written by Jean Aurenche,Pierre Bost,Fran�ois Boyer,Ren� Cl�ment",https://imsdb.com/scripts/Jeux-Interdits.html,Yes
606,JFK,https://imsdb.com/Movie%20Scripts/JFK%20Script.html,"Written by Jim Marrs,Jim Garrison,Oliver Stone,Zachary Sklar",https://imsdb.com/scripts/JFK.html,Yes
607,Jimmy and Judy,https://imsdb.com/Movie%20Scripts/Jimmy%20and%20Judy%20Script.html,"Written by Randall Rubin,Jon Schroder",https://imsdb.com/scripts/Jimmy-and-Judy.html,Yes
608,John Q,https://imsdb.com/Movie%20Scripts/John%20Q%20Script.html,Written by James Kearns,https://imsdb.com/scripts/John-Q.html,Yes
609,John Wick,https://imsdb.com/Movie%20Scripts/John%20Wick%20Script.html,Written by Derek Kolstad,https://imsdb.com/scripts/John-Wick.html,Yes
610,Jojo Rabbit,https://imsdb.com/Movie%20Scripts/Jojo%20Rabbit%20Script.html,"Written by Christine Leunens,Taika Waititi",https://imsdb.com/scripts/Jojo-Rabbit.html,Yes
611,Joker,https://imsdb.com/Movie%20Scripts/Joker%20Script.html,"Written by Todd Phillips,Scott Silver",https://imsdb.com/scripts/Joker.html,Yes
612,Judge Dredd,https://imsdb.com/Movie%20Scripts/Judge%20Dredd%20Script.html,Written by Steven E. de Souza,https://imsdb.com/scripts/Judge-Dredd.html,Yes
613,Juno,https://imsdb.com/Movie%20Scripts/Juno%20Script.html,Written by Diablo Cody,https://imsdb.com/scripts/Juno.html,Yes
614,Jurassic Park,https://imsdb.com/Movie%20Scripts/Jurassic%20Park%20Script.html,Written by David Koepp,https://imsdb.com/scripts/Jurassic-Park.html,Yes
615,Jurassic Park III,https://imsdb.com/Movie%20Scripts/Jurassic%20Park%20III%20Script.html,"Written by Peter Buchman,Alexander Payne,John August,Jim Taylor",https://imsdb.com/scripts/Jurassic-Park-III.html,Yes
616,Jurassic Park: The Lost World,https://imsdb.com/Movie%20Scripts/Jurassic%20Park:%20The%20Lost%20World%20Script.html,Written by David Koepp,https://imsdb.com/scripts/Jurassic-Park-The-Lost-World.html,Yes
617,Kafka,https://imsdb.com/Movie%20Scripts/Kafka%20Script.html,Written by Lem Dobbs,https://imsdb.com/scripts/Kafka.html,Yes
618,Kalifornia,https://imsdb.com/Movie%20Scripts/Kalifornia%20Script.html,Written by Tim Metcalfe,https://imsdb.com/scripts/Kalifornia.html,Yes
619,Kate & Leopold,https://imsdb.com/Movie%20Scripts/Kate%20&%20Leopold%20Script.html,"Written by James Mangold,Steven Rogers",https://imsdb.com/scripts/,No
620,Kids,https://imsdb.com/Movie%20Scripts/Kids%20Script.html,"Written by Larry Clark,Harmony Korine",https://imsdb.com/scripts/Kids.html,Yes
621,"Kids Are All Right, The","https://imsdb.com/Movie%20Scripts/Kids%20Are%20All%20Right,%20The%20Script.html","Written by Lisa Cholodenko,Stuart Blumberg","https://imsdb.com/scripts/Kids-Are-All-Right,-The.html",Yes
622,Kill Bill Volume 1 & 2,https://imsdb.com/Movie%20Scripts/Kill%20Bill%20Volume%201%20&%202%20Script.html,Written by Quentin Tarantino,https://imsdb.com/scripts/,No
623,Kill Your Darlings,https://imsdb.com/Movie%20Scripts/Kill%20Your%20Darlings%20Script.html,"Written by John Krokidas,Austin Bunn",https://imsdb.com/scripts/Kill-Your-Darlings.html,Yes
624,Killers of the Flower Moon,https://imsdb.com/Movie%20Scripts/Killers%20of%20the%20Flower%20Moon%20Script.html,"Written by Eric Roth,Martin Scorsese,David Grann",https://imsdb.com/scripts/Killers-of-the-Flower-Moon.html,Yes
625,Killing Zoe,https://imsdb.com/Movie%20Scripts/Killing%20Zoe%20Script.html,Written by Roger Avary,https://imsdb.com/scripts/Killing-Zoe.html,Yes
626,King Kong,https://imsdb.com/Movie%20Scripts/King%20Kong%20Script.html,"Written by Fran Walsh,Philippa Boyens,Peter Jackson",https://imsdb.com/scripts/King-Kong.html,Yes
627,"King of Comedy, The","https://imsdb.com/Movie%20Scripts/King%20of%20Comedy,%20The%20Script.html",Written by Paul D. Zimmerman,"https://imsdb.com/scripts/King-of-Comedy,-The.html",Yes
628,"King's Speech, The","https://imsdb.com/Movie%20Scripts/King's%20Speech,%20The%20Script.html",Written by David Seidler,"https://imsdb.com/scripts/King's-Speech,-The.html",Yes
629,"Kingdom, The","https://imsdb.com/Movie%20Scripts/Kingdom,%20The%20Script.html",Written by Matthew Michael Carnahan,"https://imsdb.com/scripts/Kingdom,-The.html",Yes
630,Kiss of the Spider Woman,https://imsdb.com/Movie%20Scripts/Kiss%20of%20the%20Spider%20Woman%20Script.html,Written by Leonard Schrader,https://imsdb.com/scripts/Kiss-of-the-Spider-Woman.pdf,No
631,Klute,https://imsdb.com/Movie%20Scripts/Klute%20Script.html,"Written by Andy Lewis,David Lewis",https://imsdb.com/scripts/Klute.html,Yes
632,Knocked Up,https://imsdb.com/Movie%20Scripts/Knocked%20Up%20Script.html,Written by Judd Apatow,https://imsdb.com/scripts/Knocked-Up.html,Yes
633,Kramer vs Kramer,https://imsdb.com/Movie%20Scripts/Kramer%20vs%20Kramer%20Script.html,Written by Robert Benton,https://imsdb.com/scripts/Kramer-vs-Kramer.html,Yes
634,Kundun,https://imsdb.com/Movie%20Scripts/Kundun%20Script.html,Written by Melissa Mathison,https://imsdb.com/scripts/Kundun.html,Yes
635,Kung Fu Panda,https://imsdb.com/Movie%20Scripts/Kung%20Fu%20Panda%20Script.html,"Written by Jonathan Aibel,Glenn Berger",https://imsdb.com/scripts/Kung-Fu-Panda.html,Yes
636,L.A. Confidential,https://imsdb.com/Movie%20Scripts/L.A.%20Confidential%20Script.html,Written by Brian Helgeland,https://imsdb.com/scripts/L.A.-Confidential.html,Yes
637,La La Land,https://imsdb.com/Movie%20Scripts/La%20La%20Land%20Script.html,Written by Damien Chazelle,https://imsdb.com/scripts/La-La-Land.html,Yes
638,Labor of Love,https://imsdb.com/Movie%20Scripts/Labor%20of%20Love%20Script.html,Written by M. Night Shyamalan,https://imsdb.com/scripts/Labor-of-Love.html,Yes
639,Labyrinth,https://imsdb.com/Movie%20Scripts/Labyrinth%20Script.html,"Written by Dennis Lee,Jim Henson,Terry Jones,Elaine May",https://imsdb.com/scripts/Labyrinth.html,Yes
640,"Ladykillers, The","https://imsdb.com/Movie%20Scripts/Ladykillers,%20The%20Script.html","Written by William Rose,Joel Coen,Ethan Coen","https://imsdb.com/scripts/Ladykillers,-The.html",Yes
641,Lake Placid,https://imsdb.com/Movie%20Scripts/Lake%20Placid%20Script.html,Written by David E Kelley,https://imsdb.com/scripts/Lake-Placid.html,Yes
642,Land of the Dead,https://imsdb.com/Movie%20Scripts/Land%20of%20the%20Dead%20Script.html,Written by George A. Romero,https://imsdb.com/scripts/Land-of-the-Dead.html,Yes
643,Larry Crowne,https://imsdb.com/Movie%20Scripts/Larry%20Crowne%20Script.html,Written by Tom Hanks,https://imsdb.com/scripts/Larry-Crowne.html,Yes
644,"Last Boy Scout, The","https://imsdb.com/Movie%20Scripts/Last%20Boy%20Scout,%20The%20Script.html",Written by Shane Black,"https://imsdb.com/scripts/Last-Boy-Scout,-The.html",Yes
645,Last Chance Harvey,https://imsdb.com/Movie%20Scripts/Last%20Chance%20Harvey%20Script.html,Written by Joel Hopkins,https://imsdb.com/scripts/Last-Chance-Harvey.html,Yes
646,"Last Flight, The","https://imsdb.com/Movie%20Scripts/Last%20Flight,%20The%20Script.html",Written by John Monk Saunders,"https://imsdb.com/scripts/Last-Flight,-The.html",Yes
647,"Last of the Mohicans, The","https://imsdb.com/Movie%20Scripts/Last%20of%20the%20Mohicans,%20The%20Script.html","Written by Michael Mann,Christopher Crowe","https://imsdb.com/scripts/Last-of-the-Mohicans,-The.html",Yes
648,"Last Samurai, The","https://imsdb.com/Movie%20Scripts/Last%20Samurai,%20The%20Script.html","Written by John Logan,Edward Zwick,Marshall Herskovitz","https://imsdb.com/scripts/Last-Samurai,-The.html",Yes
649,"Last Station, The","https://imsdb.com/Movie%20Scripts/Last%20Station,%20The%20Script.html","Written by Michael Hoffman,Jan Parini","https://imsdb.com/scripts/Last-Station,-The.html",Yes
650,Last Tango in Paris,https://imsdb.com/Movie%20Scripts/Last%20Tango%20in%20Paris%20Script.html,"Written by Bernardo Bertolucci,Franco Arcalli",https://imsdb.com/scripts/Last-Tango-in-Paris.html,Yes
651,Law Abiding Citizen,https://imsdb.com/Movie%20Scripts/Law%20Abiding%20Citizen%20Script.html,"Written by Frank Darabont,Kurt Wimmer",https://imsdb.com/scripts/Law-Abiding-Citizen.html,Yes
652,Le Diable par la Queue,https://imsdb.com/Movie%20Scripts/Le%20Diable%20par%20la%20Queue%20Script.html,"Written by Daniel Boulanger,Claude Sautet",https://imsdb.com/scripts/Le-Diable-par-la-Queue.html,Yes
653,Leaving Las Vegas,https://imsdb.com/Movie%20Scripts/Leaving%20Las%20Vegas%20Script.html,"Written by Mike Figgis,John O'Brian",https://imsdb.com/scripts/Leaving-Las-Vegas.html,Yes
654,Legally Blonde,https://imsdb.com/Movie%20Scripts/Legally%20Blonde%20Script.html,"Written by Karen McCullah Lutz,Kirsten Smith",https://imsdb.com/scripts/Legally-Blonde.html,Yes
655,Legend,https://imsdb.com/Movie%20Scripts/Legend%20Script.html,Written by William Hjortsberg,https://imsdb.com/scripts/Legend.html,Yes
656,Legion,https://imsdb.com/Movie%20Scripts/Legion%20Script.html,"Written by Peter Schink,Scott Stewart",https://imsdb.com/scripts/Legion.html,Yes
657,"LEGO Movie, The","https://imsdb.com/Movie%20Scripts/LEGO%20Movie,%20The%20Script.html","Written by Chris Miller,Phil Lord","https://imsdb.com/scripts/LEGO-Movie,-The.html",Yes
658,Les Miserables,https://imsdb.com/Movie%20Scripts/Les%20Miserables%20Script.html,"Written by William Nicholson,Alain Boublil,Claude- Michel Schonberg,Herbert Kretzmer",https://imsdb.com/scripts/Les-Miserables.html,Yes
659,Les Tontons Flingueurs,https://imsdb.com/Movie%20Scripts/Les%20Tontons%20Flingueurs%20Script.html,"Written by Michel Audiard,Georges Lautner,Albert Simonin",https://imsdb.com/scripts/Les-Tontons-Flingueurs.html,Yes
660,Leviathan,https://imsdb.com/Movie%20Scripts/Leviathan%20Script.html,"Written by David Peoples,Jeb Stuart",https://imsdb.com/scripts/Leviathan.html,Yes
661,Liar Liar,https://imsdb.com/Movie%20Scripts/Liar%20Liar%20Script.html,"Written by Tom Shadyac,Mike Binder",https://imsdb.com/scripts/Liar-Liar.html,Yes
662,Life,https://imsdb.com/Movie%20Scripts/Life%20Script.html,"Written by Robert Ramsey,Matthew Stone",https://imsdb.com/scripts/Life.html,Yes
663,Life As A House,https://imsdb.com/Movie%20Scripts/Life%20As%20A%20House%20Script.html,Written by Mark Andrus,https://imsdb.com/scripts/Life-As-A-House.html,Yes
664,"Life of David Gale, The","https://imsdb.com/Movie%20Scripts/Life%20of%20David%20Gale,%20The%20Script.html",Written by Charles Randolph,"https://imsdb.com/scripts/Life-of-David-Gale,-The.html",Yes
665,Life of Pi,https://imsdb.com/Movie%20Scripts/Life%20of%20Pi%20Script.html,"Written by David Magee,Yann Martel",https://imsdb.com/scripts/Life-of-Pi.html,Yes
666,Light Sleeper,https://imsdb.com/Movie%20Scripts/Light%20Sleeper%20Script.html,Written by Paul Schrader,https://imsdb.com/scripts/Light-Sleeper.html,Yes
667,"Limey, The","https://imsdb.com/Movie%20Scripts/Limey,%20The%20Script.html",Written by Lem Dobbs,"https://imsdb.com/scripts/Limey,-The.html",Yes
668,Limitless,https://imsdb.com/Movie%20Scripts/Limitless%20Script.html,Written by Leslie Dixon,https://imsdb.com/scripts/Limitless.html,Yes
669,Lincoln,https://imsdb.com/Movie%20Scripts/Lincoln%20Script.html,Written by Tony Kushner,https://imsdb.com/scripts/Lincoln.html,Yes
670,"Lincoln Lawyer, The","https://imsdb.com/Movie%20Scripts/Lincoln%20Lawyer,%20The%20Script.html","Written by John Romano,Michael Connelly","https://imsdb.com/scripts/Lincoln-Lawyer,-The.html",Yes
671,"Lion King, The","https://imsdb.com/Movie%20Scripts/Lion%20King,%20The%20Script.html","Written by Irene Mecchi,Jonathan Roberts","https://imsdb.com/scripts/Lion-King,-The.pdf",No
672,Little Athens,https://imsdb.com/Movie%20Scripts/Little%20Athens%20Script.html,"Written by Jeff Zuber,Tom Zuber",https://imsdb.com/scripts/Little-Athens.html,Yes
673,Little Men,https://imsdb.com/Movie%20Scripts/Little%20Men%20Script.html,"Written by Ira Sachs,Mauricio Zacharias",https://imsdb.com/scripts/Little-Men.html,Yes
674,"Little Mermaid, The","https://imsdb.com/Movie%20Scripts/Little%20Mermaid,%20The%20Script.html","Written by Roger Allers,Hans Christian Andersen,Howard Ashman,Ron Clements,John Musker","https://imsdb.com/scripts/Little-Mermaid,-The.html",Yes
675,Little Nicky,https://imsdb.com/Movie%20Scripts/Little%20Nicky%20Script.html,"Written by Tim Herlihy,Adam Sandler,Steven Brill",https://imsdb.com/scripts/Little-Nicky.html,Yes
676,Living in Oblivion,https://imsdb.com/Movie%20Scripts/Living%20in%20Oblivion%20Script.html,Written by Tom DiCillo,https://imsdb.com/scripts/Living-in-Oblivion.html,Yes
677,"Lock, Stock and Two Smoking Barrels","https://imsdb.com/Movie%20Scripts/Lock,%20Stock%20and%20Two%20Smoking%20Barrels%20Script.html",Written by Guy Ritchie,"https://imsdb.com/scripts/Lock,-Stock-and-Two-Smoking-Barrels.html",Yes
678,Logan,https://imsdb.com/Movie%20Scripts/Logan%20Script.html,"Written by Scott Frank,James Mangold,Michael Green",https://imsdb.com/scripts/Logan.html,Yes
679,Logan's Run,https://imsdb.com/Movie%20Scripts/Logan's%20Run%20Script.html,Written by David Zelgan Goodman,https://imsdb.com/scripts/Logan's-Run.html,Yes
680,Lone Star,https://imsdb.com/Movie%20Scripts/Lone%20Star%20Script.html,Written by John Sayles,https://imsdb.com/scripts/Lone-Star.html,Yes
681,"Long Kiss Goodnight, The","https://imsdb.com/Movie%20Scripts/Long%20Kiss%20Goodnight,%20The%20Script.html",Written by Shane Black,"https://imsdb.com/scripts/Long-Kiss-Goodnight,-The.html",Yes
682,Looper,https://imsdb.com/Movie%20Scripts/Looper%20Script.html,Written by Rian Johnson,https://imsdb.com/scripts/Looper.html,Yes
683,Lord of Illusions,https://imsdb.com/Movie%20Scripts/Lord%20of%20Illusions%20Script.html,Written by Clive Barker,https://imsdb.com/scripts/Lord-of-Illusions.html,Yes
684,"Lord of the Rings: Fellowship of the Ring, The","https://imsdb.com/Movie%20Scripts/Lord%20of%20the%20Rings:%20Fellowship%20of%20the%20Ring,%20The%20Script.html","Written by Frances Walsh,Philippa Boyens,Peter Jackson","https://imsdb.com/scripts/Lord-of-the-Rings-Fellowship-of-the-Ring,-The.html",Yes
685,Lord of the Rings: Return of the King,https://imsdb.com/Movie%20Scripts/Lord%20of%20the%20Rings:%20Return%20of%20the%20King%20Script.html,"Written by Peter Jackson,Fran Walsh,Philippa Boyens",https://imsdb.com/scripts/Lord-of-the-Rings-Return-of-the-King.html,Yes
686,Lord of the Rings: The Two Towers,https://imsdb.com/Movie%20Scripts/Lord%20of%20the%20Rings:%20The%20Two%20Towers%20Script.html,"Written by Peter Jackson,Fran Walsh,Philippa Boyens",https://imsdb.com/scripts/Lord-of-the-Rings-The-Two-Towers.html,Yes
687,Lord of War,https://imsdb.com/Movie%20Scripts/Lord%20of%20War%20Script.html,Written by Andrew Niccol,https://imsdb.com/scripts/Lord-of-War.html,Yes
688,"Losers, The","https://imsdb.com/Movie%20Scripts/Losers,%20The%20Script.html","Written by Peter Berg,James Vanderbilt","https://imsdb.com/scripts/Losers,-The.html",Yes
689,Lost Highway,https://imsdb.com/Movie%20Scripts/Lost%20Highway%20Script.html,"Written by David Lynch,Barry Gifford",https://imsdb.com/scripts/Lost-Highway.html,Yes
690,Lost Horizon,https://imsdb.com/Movie%20Scripts/Lost%20Horizon%20Script.html,"Written by James Hilton,Robert Riskin",https://imsdb.com/scripts/Lost-Horizon.html,Yes
691,Lost in Space,https://imsdb.com/Movie%20Scripts/Lost%20in%20Space%20Script.html,"Written by Irwin Allen,Akiva Goldsman",https://imsdb.com/scripts/Lost-in-Space.html,Yes
692,Lost in Translation,https://imsdb.com/Movie%20Scripts/Lost%20in%20Translation%20Script.html,Written by Sofia Coppola,https://imsdb.com/scripts/Lost-in-Translation.html,Yes
693,Love and Basketball,https://imsdb.com/Movie%20Scripts/Love%20and%20Basketball%20Script.html,Written by Gina Prince-Bythewood,https://imsdb.com/scripts/Love-and-Basketball.html,Yes
694,Machete,https://imsdb.com/Movie%20Scripts/Machete%20Script.html,Written by Robert Rodriguez,https://imsdb.com/scripts/Machete.html,Yes
695,Machine Gun Preacher,https://imsdb.com/Movie%20Scripts/Machine%20Gun%20Preacher%20Script.html,Written by Jason Keller,https://imsdb.com/scripts/Machine-Gun-Preacher.html,Yes
696,Mad Max 2: The Road Warrior,https://imsdb.com/Movie%20Scripts/Mad%20Max%202:%20The%20Road%20Warrior%20Script.html,"Written by Terry Hayes,George Miller,Brian Hannant",https://imsdb.com/scripts/Mad-Max-2-The-Road-Warrior.html,Yes
697,Made,https://imsdb.com/Movie%20Scripts/Made%20Script.html,Written by Jon Favreau,https://imsdb.com/scripts/Made.html,Yes
698,Magnolia,https://imsdb.com/Movie%20Scripts/Magnolia%20Script.html,Written by Paul Thomas Anderson,https://imsdb.com/scripts/Magnolia.html,Yes
699,"Majestic, The (The Bijou)","https://imsdb.com/Movie%20Scripts/Majestic,%20The%20(The%20Bijou)%20Script.html",Written by Michael Slone,"https://imsdb.com/scripts/Majestic,-The-(The-Bijou).html",Yes
700,Major League,https://imsdb.com/Movie%20Scripts/Major%20League%20Script.html,Written by David S. Ward,https://imsdb.com/scripts/Major-League.html,Yes
701,Malcolm X,https://imsdb.com/Movie%20Scripts/Malcolm%20X%20Script.html,"Written by Spike Lee,Arnold Perl",https://imsdb.com/scripts/Malcolm-X.html,Yes
702,Malibu's Most Wanted,https://imsdb.com/Movie%20Scripts/Malibu's%20Most%20Wanted%20Script.html,"Written by Fax Bahr,Adam Small,Jamie Kennedy,Nick Swardson",https://imsdb.com/scripts/Malibu's-Most-Wanted.html,Yes
703,Man in the Iron Mask,https://imsdb.com/Movie%20Scripts/Man%20in%20the%20Iron%20Mask%20Script.html,Written by Randall Wallace,https://imsdb.com/scripts/Man-in-the-Iron-Mask.html,Yes
704,Man On Fire,https://imsdb.com/Movie%20Scripts/Man%20On%20Fire%20Script.html,Written by Brian Helgeland,https://imsdb.com/scripts/Man-On-Fire.html,Yes
705,Man on the Moon,https://imsdb.com/Movie%20Scripts/Man%20on%20the%20Moon%20Script.html,"Written by Scott Alexander,Larry Karaszewski",https://imsdb.com/scripts/Man-on-the-Moon.html,Yes
706,Man Trouble,https://imsdb.com/Movie%20Scripts/Man%20Trouble%20Script.html,Written by Carole Eastman,https://imsdb.com/scripts/Man-Trouble.html,Yes
707,"Man Who Knew Too Much, The","https://imsdb.com/Movie%20Scripts/Man%20Who%20Knew%20Too%20Much,%20The%20Script.html",Written by John Michael Hayes,"https://imsdb.com/scripts/Man-Who-Knew-Too-Much,-The.html",Yes
708,"Man Who Wasn't There, The","https://imsdb.com/Movie%20Scripts/Man%20Who%20Wasn't%20There,%20The%20Script.html","Written by Joel Coen,Ethan Coen","https://imsdb.com/scripts/Man-Who-Wasn't-There,-The.html",Yes
709,"Manchurian Candidate, The","https://imsdb.com/Movie%20Scripts/Manchurian%20Candidate,%20The%20Script.html","Written by Richard Condon,George Axelrod,Dean Georgaris","https://imsdb.com/scripts/Manchurian-Candidate,-The.html",Yes
710,Manhattan Murder Mystery,https://imsdb.com/Movie%20Scripts/Manhattan%20Murder%20Mystery%20Script.html,"Written by Woody Allen,Marshall Brickman",https://imsdb.com/scripts/Manhattan-Murder-Mystery.html,Yes
711,Manhunter,https://imsdb.com/Movie%20Scripts/Manhunter%20Script.html,"Written by Thomas Harris,Michael Mann",https://imsdb.com/scripts/Manhunter.html,Yes
712,Margaret,https://imsdb.com/Movie%20Scripts/Margaret%20Script.html,Written by Kenneth Lonergan,https://imsdb.com/scripts/Margaret.html,Yes
713,Margin Call,https://imsdb.com/Movie%20Scripts/Margin%20Call%20Script.html,Written by J.C. Chandor,https://imsdb.com/scripts/Margin-Call.html,Yes
714,Margot at the Wedding,https://imsdb.com/Movie%20Scripts/Margot%20at%20the%20Wedding%20Script.html,Written by Noah Baumbach,https://imsdb.com/scripts/Margot-at-the-Wedding.html,Yes
715,"Mariachi, El","https://imsdb.com/Movie%20Scripts/Mariachi,%20El%20Script.html",Written by Robert Rodriguez,"https://imsdb.com/scripts/Mariachi,-El.html",Yes
716,Marley & Me,https://imsdb.com/Movie%20Scripts/Marley%20&%20Me%20Script.html,Written by Don Roos,https://imsdb.com/scripts/,No
717,Martha Marcy May Marlene,https://imsdb.com/Movie%20Scripts/Martha%20Marcy%20May%20Marlene%20Script.html,Written by Sean Durkin,https://imsdb.com/scripts/Martha-Marcy-May-Marlene.html,Yes
718,"Martian, The","https://imsdb.com/Movie%20Scripts/Martian,%20The%20Script.html",Written by Drew Goddard,"https://imsdb.com/scripts/Martian,-The.html",Yes
719,Marty,https://imsdb.com/Movie%20Scripts/Marty%20Script.html,Written by Paddy Chayefsky,https://imsdb.com/scripts/Marty.html,Yes
720,Mary Poppins,https://imsdb.com/Movie%20Scripts/Mary%20Poppins%20Script.html,"Written by Bill Walsh,Don DaGradi",https://imsdb.com/scripts/Mary-Poppins.html,Yes
721,"Mask, The","https://imsdb.com/Movie%20Scripts/Mask,%20The%20Script.html",Written by Mark Verheiden,"https://imsdb.com/scripts/Mask,-The.html",Yes
722,Master and Commander,https://imsdb.com/Movie%20Scripts/Master%20and%20Commander%20Script.html,"Written by John Collee,Peter Weir",https://imsdb.com/scripts/Master-and-Commander.html,Yes
723,"Master, The","https://imsdb.com/Movie%20Scripts/Master,%20The%20Script.html",Written by Paul Thomas Anderson,"https://imsdb.com/scripts/Master,-The.html",Yes
724,"Matrix Reloaded, The","https://imsdb.com/Movie%20Scripts/Matrix%20Reloaded,%20The%20Script.html","Written by Andy Wachowski,Larry Wachowski","https://imsdb.com/scripts/Matrix-Reloaded,-The.html",Yes
725,"Matrix, The","https://imsdb.com/Movie%20Scripts/Matrix,%20The%20Script.html","Written by Larry Wachowski,Andy Wachowski","https://imsdb.com/scripts/Matrix,-The.html",Yes
726,Max Payne,https://imsdb.com/Movie%20Scripts/Max%20Payne%20Script.html,Written by Beau Michael Thorne,https://imsdb.com/scripts/Max-Payne.html,Yes
727,Mean Streets,https://imsdb.com/Movie%20Scripts/Mean%20Streets%20Script.html,"Written by Martin Scorsese,Mardik Martin,Ethan Edwards",https://imsdb.com/scripts/Mean-Streets.html,Yes
728,"Mechanic, The","https://imsdb.com/Movie%20Scripts/Mechanic,%20The%20Script.html","Written by Karl Gajdusek,Lewis John Carlino","https://imsdb.com/scripts/Mechanic,-The.html",Yes
